"name","plataform","metascore","metascore_reviews","metascore_norm","metascore_cat","release","genre","genero_principal","exclusivo","tipo_score"
"Shiness: The Lightning Kingdom","PlayStation 4",67,32,6.7,"MEDIO",2017-04-18,"Role-Playing/Action RPG","Role-Playing",0,"metascore"
"Resident Evil 7: biohazard - Banned Footage Vol. 2","PlayStation 4",67,12,6.7,"MEDIO",2017-02-14,"Action Adventure/Survival","Action Adventure",1,"metascore"
"Super Mutant Alien Assault","PlayStation 4",67,7,6.7,"MEDIO",2016-07-12,"Action/Platformer/2D","Action",1,"metascore"
"Dex","PlayStation 4",67,10,6.7,"MEDIO",2016-07-12,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Fate/Extella: The Umbral Star","PlayStation 4",67,33,6.7,"MEDIO",2017-01-17,"Action/Beat-'Em-Up/3D","Action",1,"metascore"
"Romance of the Three Kingdoms XIII","PlayStation 4",67,22,6.7,"MEDIO",2016-07-05,"Strategy/Turn-Based/4X","Strategy",1,"metascore"
"Mount & Blade: Warband","PlayStation 4",67,18,6.7,"MEDIO",2016-09-13,"Role-Playing/Western-Style","Role-Playing",0,"metascore"
"Mini-Mech Mayhem","PlayStation 4",67,12,6.7,"MEDIO",2019-06-18,"Action/General","Action",1,"metascore"
"Dreamfall Chapters","PlayStation 4",67,25,6.7,"MEDIO",2017-05-05,"Fantasy/Adventure/3D/Third-Person","Fantasy",1,"metascore"
"Shenmue III","PlayStation 4",67,78,6.7,"MEDIO",2019-11-19,"Action Adventure/Open-World","Action Adventure",1,"metascore"
"RAGE 2","PlayStation 4",67,43,6.7,"MEDIO",2019-05-14,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"Thief","PlayStation 4",67,48,6.7,"MEDIO",2014-02-25,"Fantasy/Action Adventure/General/Fantasy","Fantasy",0,"metascore"
"Dissidia: Final Fantasy NT","PlayStation 4",67,66,6.7,"MEDIO",2018-01-30,"Action/Fighting/3D","Action",1,"metascore"
"State of Mind","PlayStation 4",67,27,6.7,"MEDIO",2018-08-15,"Action Adventure/Adventure/General/3D/Third-Person","Action Adventure",0,"metascore"
"CounterSpy","PlayStation 4",67,52,6.7,"MEDIO",2014-08-19,"Action/General","Action",1,"metascore"
"The Council - Episode 2: Hide and Seek","PlayStation 4",67,13,6.7,"MEDIO",2018-05-15,"Adventure/General","Adventure",0,"metascore"
"Redeemer: Enhanced Edition","PlayStation 4",67,9,6.7,"MEDIO",2019-07-19,"Action Adventure/Linear","Action Adventure",0,"metascore"
"World War Z","PlayStation 4",67,32,6.7,"MEDIO",2019-04-16,"Action/Shooter/First-Person/Tactical","Action",0,"metascore"
"Spintires: Mudrunner","PlayStation 4",67,13,6.7,"MEDIO",2017-10-31,"Simulation/Vehicle/Civilian","Simulation",0,"metascore"
"Monster Energy Supercross - The Official Videogame","PlayStation 4",67,27,6.7,"MEDIO",2018-02-13,"Racing/Arcade/Automobile","Racing",0,"metascore"
"The Little Acre","PlayStation 4",67,16,6.7,"MEDIO",2016-12-13,"Action Adventure/Linear","Action Adventure",0,"metascore"
"Super Daryl Deluxe","PlayStation 4",67,8,6.7,"MEDIO",2018-04-10,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Rocketbirds 2: Evolution","PlayStation 4",67,14,6.7,"MEDIO",2016-04-26,"Action/Platformer/2D","Action",1,"metascore"
"Agatha Christie's The ABC Murders","PlayStation 4",67,17,6.7,"MEDIO",2016-02-23,"Adventure/3D/Third-Person","Adventure",0,"metascore"
"TT Isle of Man: Ride On The Edge","PlayStation 4",67,21,6.7,"MEDIO",2018-03-06,"Racing/Arcade/Automobile","Racing",0,"metascore"
"WWE 2K18","PlayStation 4",66,54,6.6,"MEDIO",2017-10-13,"Sports/Individual/Combat/Wrestling","Sports",0,"metascore"
"Foul Play","PlayStation 4",66,7,6.6,"MEDIO",2016-02-23,"Action/Beat-'Em-Up/2D","Action",1,"metascore"
"Sparkle 2","PlayStation 4",66,7,6.6,"MEDIO",2014-05-20,"Action/Puzzle/General/Matching","Action",1,"metascore"
"Nights of Azure 2: Bride of the New Moon","PlayStation 4",66,32,6.6,"MEDIO",2017-10-24,"Action/General/Role-Playing/Action RPG","Action",1,"metascore"
"LEGO Worlds","PlayStation 4",66,34,6.6,"MEDIO",2017-03-07,"Action Adventure/Sandbox","Action Adventure",0,"metascore"
"Black The Fall","PlayStation 4",66,16,6.6,"MEDIO",2017-07-11,"Action/General","Action",0,"metascore"
"Driveclub VR","PlayStation 4",66,35,6.6,"MEDIO",2016-09-21,"Racing/Simulation/Automobile","Racing",1,"metascore"
"NASCAR Heat 2","PlayStation 4",66,12,6.6,"MEDIO",2017-09-12,"Racing/Simulation/Automobile","Racing",1,"metascore"
"The Incredible Adventures of Van Helsing: Extended Edition","PlayStation 4",66,9,6.6,"MEDIO",2017-02-28,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Super Stardust Ultra VR","PlayStation 4",66,13,6.6,"MEDIO",2016-10-10,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",1,"metascore"
"One Piece: Burning Blood","PlayStation 4",66,45,6.6,"MEDIO",2016-05-31,"Action/Fighting/3D","Action",0,"metascore"
"Blue Reflection","PlayStation 4",66,35,6.6,"MEDIO",2017-09-26,"Role-Playing/Japanese-Style","Role-Playing",1,"metascore"
"H1Z1: Battle Royale","PlayStation 4",66,10,6.6,"MEDIO",2018-08-07,"Action/Action Adventure/Shooter/Survival/First-Person/Third-Person/Tactical/Arcade","Action",1,"metascore"
"NASCAR Heat Evolution","PlayStation 4",66,8,6.6,"MEDIO",2016-09-13,"Racing/Simulation/Automobile","Racing",1,"metascore"
"Ghostbusters: The Video Game Remastered","PlayStation 4",66,25,6.6,"MEDIO",2019-10-04,"Action/General","Action",0,"metascore"
"WRC 6: World Rally Championship","PlayStation 4",66,24,6.6,"MEDIO",2016-10-07,"Racing/Simulation/Automobile","Racing",0,"metascore"
"Batman: The Telltale Series - Episode 2: Children of Arkham","PlayStation 4",66,13,6.6,"MEDIO",2016-09-20,"Adventure/Point-and-Click","Adventure",0,"metascore"
"Rad Rodgers","PlayStation 4",66,15,6.6,"MEDIO",2018-02-21,"Action/Platformer/2D","Action",0,"metascore"
"RIDE","PlayStation 4",66,30,6.6,"MEDIO",2015-10-06,"Racing/Simulation/General/Automobile","Racing",0,"metascore"
"Hidden Agenda","PlayStation 4",66,45,6.6,"MEDIO",2017-10-24,"Miscellaneous/Party / Minigame","Miscellaneous",1,"metascore"
"The Last Tinker: City of Colors","PlayStation 4",66,19,6.6,"MEDIO",2014-08-19,"Action/Platformer/3D","Action",1,"metascore"
"Berserk and the Band of the Hawk","PlayStation 4",66,53,6.6,"MEDIO",2017-02-21,"Action/Beat-'Em-Up/3D","Action",1,"metascore"
"The Golf Club","PlayStation 4",66,11,6.6,"MEDIO",2014-08-19,"Traditional/Sports/Individual/Golf/Sim","Traditional",0,"metascore"
"MotoGP 18","PlayStation 4",66,25,6.6,"MEDIO",2018-06-07,"Racing/Simulation/Automobile","Racing",1,"metascore"
"MXGP: The Official Motocross Videogame","PlayStation 4",66,14,6.6,"MEDIO",2014-11-18,"Driving/Racing/Arcade/Motorcycle/Other/Motocross","Driving",1,"metascore"
"Battlezone","PlayStation 4",66,40,6.6,"MEDIO",2016-10-13,"Action/Simulation/Arcade/Vehicle/Combat","Action",1,"metascore"
"Bridge Constructor","PlayStation 4",66,7,6.6,"MEDIO",2016-12-13,"Simulation/Virtual/Career","Simulation",0,"metascore"
"City of Brass","PlayStation 4",66,22,6.6,"MEDIO",2018-05-04,"Action Adventure/General","Action Adventure",0,"metascore"
"Full Mojo Rampage","PlayStation 4",66,11,6.6,"MEDIO",2016-06-28,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"The Sims 4","PlayStation 4",66,27,6.6,"MEDIO",2017-11-17,"Simulation/Virtual/Virtual Life","Simulation",0,"metascore"
"Need for Speed","PlayStation 4",66,69,6.6,"MEDIO",2015-11-03,"Racing/Simulation/Automobile","Racing",0,"metascore"
"Among the Sleep","PlayStation 4",66,15,6.6,"MEDIO",2016-07-26,"Adventure/3D/First-Person","Adventure",1,"metascore"
"ToeJam & Earl: Back in the Groove","PlayStation 4",66,15,6.6,"MEDIO",2019-02-15,"Action/General/Platformer/2D","Action",0,"metascore"
"Home Sweet Home","PlayStation 4",66,19,6.6,"MEDIO",2018-10-16,"Action Adventure/Survival/Adventure/3D/First-Person","Action Adventure",1,"metascore"
"Saints Row IV: Re-Elected & Gat Out of Hell","PlayStation 4",66,10,6.6,"MEDIO",2015-01-20,"Action Adventure/General/Modern/Open-World","Action Adventure",1,"metascore"
"American Fugitive","PlayStation 4",66,9,6.6,"MEDIO",2019-05-21,"Action Adventure/Sandbox/Open-World","Action Adventure",0,"metascore"
"Punch Line","PlayStation 4",66,9,6.6,"MEDIO",2018-10-09,"Action/Adventure/General/Visual Novel","Action",1,"metascore"
"Oceanhorn: Monster of Uncharted Seas","PlayStation 4",66,11,6.6,"MEDIO",2016-09-07,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Riverbond","PlayStation 4",66,8,6.6,"MEDIO",2019-06-09,"Action/General","Action",0,"metascore"
"Unepic","PlayStation 4",66,9,6.6,"MEDIO",2016-03-29,"Action/Platformer/2D","Action",1,"metascore"
"Senran Kagura Burst Re:Newal","PlayStation 4",65,19,6.5,"MEDIO",2019-01-22,"Action/Beat-'Em-Up/2D","Action",1,"metascore"
"MXGP2: The Official Motocross Videogame","PlayStation 4",65,16,6.5,"MEDIO",2016-06-21,"Racing/Simulation/Automobile","Racing",0,"metascore"
"Final Fantasy XV: Episode Prompto","PlayStation 4",65,7,6.5,"MEDIO",2017-06-27,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Tharsis","PlayStation 4",65,16,6.5,"MEDIO",2016-01-12,"Miscellaneous/Board / Card Game","Miscellaneous",1,"metascore"
"FOX n FORESTS","PlayStation 4",65,9,6.5,"MEDIO",2018-05-17,"Action/Platformer/2D","Action",0,"metascore"
"Dino Frontier","PlayStation 4",65,9,6.5,"MEDIO",2017-08-01,"Strategy/Management/Business / Tycoon","Strategy",1,"metascore"
"Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling","PlayStation 4",65,7,6.5,"MEDIO",2017-08-22,"Action/Adventure/General/3D/Third-Person","Action",0,"metascore"
"Dark Eclipse","PlayStation 4",65,10,6.5,"MEDIO",2018-09-25,"Action/General","Action",1,"metascore"
"Sniper Elite V2 Remastered","PlayStation 4",65,11,6.5,"MEDIO",2019-05-14,"Action/Shooter/Third-Person/Tactical","Action",0,"metascore"
"Baja: Edge of Control HD","PlayStation 4",65,7,6.5,"MEDIO",2017-09-14,"Racing/Simulation/Automobile","Racing",1,"metascore"
"F1 2015","PlayStation 4",65,46,6.5,"MEDIO",2015-07-21,"Racing/Simulation/Automobile","Racing",0,"metascore"
"The Solus Project","PlayStation 4",65,12,6.5,"MEDIO",2017-09-18,"Action/General","Action",1,"metascore"
"Genesis Alpha One","PlayStation 4",65,20,6.5,"MEDIO",2019-01-29,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"SingStar Celebration","PlayStation 4",65,13,6.5,"MEDIO",2017-10-24,"Action/Rhythm/Music","Action",1,"metascore"
"Warhammer 40.000: Inquisitor – Martyr","PlayStation 4",65,17,6.5,"MEDIO",2018-08-23,"Strategy/Real-Time/General","Strategy",0,"metascore"
"How to Survive: Storm Warning Edition","PlayStation 4",65,8,6.5,"MEDIO",2014-11-04,"Action Adventure/Horror/Survival","Action Adventure",1,"metascore"
"Just Cause 4","PlayStation 4",65,41,6.5,"MEDIO",2018-12-04,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Conarium","PlayStation 4",65,9,6.5,"MEDIO",2019-02-12,"Adventure/3D/First-Person","Adventure",0,"metascore"
"Sniper Ghost Warrior Contracts","PlayStation 4",65,22,6.5,"MEDIO",2019-11-22,"Action/Shooter/First-Person/Tactical","Action",0,"metascore"
"Sword Art Online Re: Hollow Fragment","PlayStation 4",65,30,6.5,"MEDIO",2015-07-28,"Role-Playing/General/Action RPG","Role-Playing",1,"metascore"
"Dynasty Warriors 9","PlayStation 4",65,49,6.5,"MEDIO",2018-02-13,"Action/Action Adventure/Beat-'Em-Up/Open-World/3D","Action",0,"metascore"
"Super Motherload","PlayStation 4",65,20,6.5,"MEDIO",2013-11-15,"General/Puzzle/Miscellaneous/Puzzle/Action","General",1,"metascore"
"Birthdays the Beginning","PlayStation 4",65,25,6.5,"MEDIO",2017-05-09,"Strategy/Management/Business / Tycoon/Action Adventure/Sandbox","Strategy",1,"metascore"
"Party Hard","PlayStation 4",65,10,6.5,"MEDIO",2016-04-26,"Action/General","Action",0,"metascore"
"Blair Witch","PlayStation 4",65,9,6.5,"MEDIO",2019-12-03,"Action Adventure/Survival","Action Adventure",0,"metascore"
"Xenoraid","PlayStation 4",65,10,6.5,"MEDIO",2016-11-08,"Action/Shooter/Shoot-'Em-Up/Vertical","Action",1,"metascore"
"Abyss Odyssey: Extended Dream Edition","PlayStation 4",65,16,6.5,"MEDIO",2015-07-28,"Action Adventure/Linear","Action Adventure",1,"metascore"
"Dusk Diver","PlayStation 4",64,7,6.4,"MEDIO",2019-10-29,"Action/Role-Playing/General/Action RPG","Action",1,"metascore"
"Shadow of the Beast","PlayStation 4",64,60,6.4,"MEDIO",2016-05-17,"Sci-Fi/Action Adventure/General","Sci-Fi",1,"metascore"
"The Silver Case","PlayStation 4",64,22,6.4,"MEDIO",2017-04-18,"General/Adventure/Visual Novel","General",1,"metascore"
"The Crew 2","PlayStation 4",64,53,6.4,"MEDIO",2018-06-26,"Racing/Simulation/Automobile","Racing",0,"metascore"
"Omen of Sorrow","PlayStation 4",64,13,6.4,"MEDIO",2018-11-06,"Action/Fighting/2D","Action",1,"metascore"
"Robinson: The Journey","PlayStation 4",64,46,6.4,"MEDIO",2016-11-08,"Action Adventure/General","Action Adventure",1,"metascore"
"Saints Row: Gat Out of Hell","PlayStation 4",64,45,6.4,"MEDIO",2015-01-20,"Action Adventure/General/Modern/Open-World","Action Adventure",0,"metascore"
"Sword Art Online: Fatal Bullet","PlayStation 4",64,42,6.4,"MEDIO",2018-02-23,"Action/Shooter/Third-Person/Arcade","Action",0,"metascore"
"Farming Simulator 19","PlayStation 4",64,12,6.4,"MEDIO",2018-11-20,"Simulation/Virtual/Career","Simulation",1,"metascore"
"Kerbal Space Program: Enhanced Edition","PlayStation 4",64,7,6.4,"MEDIO",2018-01-16,"Simulation/Space/Combat","Simulation",1,"metascore"
"Scribblenauts Showdown","PlayStation 4",64,17,6.4,"MEDIO",2018-03-06,"Puzzle/Action","Puzzle",1,"metascore"
"Secret Ponchos","PlayStation 4",64,16,6.4,"MEDIO",2014-12-02,"Action/Shooter/Shooter/First-Person/Historic/Historic/Arcade","Action",1,"metascore"
"King Oddball","PlayStation 4",64,10,6.4,"MEDIO",2014-04-08,"Miscellaneous/Puzzle/Action","Miscellaneous",1,"metascore"
"Symphony of the Machine","PlayStation 4",64,7,6.4,"MEDIO",2017-04-25,"Puzzle/General","Puzzle",1,"metascore"
"FATED: The Silent Oath","PlayStation 4",64,15,6.4,"MEDIO",2017-03-28,"Action Adventure/Adventure/General/3D/First-Person","Action Adventure",1,"metascore"
"Earth Defense Force 4.1: The Shadow of New Despair","PlayStation 4",64,40,6.4,"MEDIO",2015-12-08,"Action/Shooter/Third-Person/Arcade","Action",1,"metascore"
"NASCAR Heat 3","PlayStation 4",64,9,6.4,"MEDIO",2018-09-07,"Racing/Simulation/Automobile","Racing",0,"metascore"
"Crimsonland","PlayStation 4",64,16,6.4,"MEDIO",2014-07-15,"Action/Shooter/Scrolling/Shoot-'Em-Up/Top-Down/Vertical","Action",0,"metascore"
"Yonder: The Cloud Catcher Chronicles","PlayStation 4",64,39,6.4,"MEDIO",2017-07-18,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Fallen Legion: Sins of an Empire","PlayStation 4",64,14,6.4,"MEDIO",2017-07-18,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Fallout 4: Nuka-World","PlayStation 4",64,13,6.4,"MEDIO",2016-08-30,"Role-Playing/Western-Style","Role-Playing",1,"metascore"
"Gal*Gun: Double Peace","PlayStation 4",64,21,6.4,"MEDIO",2016-08-02,"Action/Shooter/Light Gun","Action",1,"metascore"
"Tom Clancy's The Division - Underground","PlayStation 4",64,7,6.4,"MEDIO",2016-06-28,"Action/Shooter/Third-Person/Tactical/Arcade","Action",0,"metascore"
"Tiny Brains","PlayStation 4",64,26,6.4,"MEDIO",2013-12-03,"Action/Puzzle/Miscellaneous/Puzzle/Action","Action",1,"metascore"
"The Caligula Effect: Overdose","PlayStation 4",64,11,6.4,"MEDIO",2019-03-12,"Role-Playing/General","Role-Playing",1,"metascore"
"TRON RUN/r","PlayStation 4",64,9,6.4,"MEDIO",2016-02-16,"Action/Platformer/3D","Action",1,"metascore"
"Dead by Daylight","PlayStation 4",64,18,6.4,"MEDIO",2017-06-20,"Action Adventure/Survival","Action Adventure",0,"metascore"
"Knowledge is Power: Decades","PlayStation 4",64,8,6.4,"MEDIO",2018-11-13,"Miscellaneous/Trivia / Game Show","Miscellaneous",1,"metascore"
"Xenon Racer","PlayStation 4",64,14,6.4,"MEDIO",2019-03-26,"Racing/Arcade/Automobile","Racing",1,"metascore"
"Zombie Vikings","PlayStation 4",64,19,6.4,"MEDIO",2015-09-01,"Action/Beat-'Em-Up/2D","Action",1,"metascore"
"ChromaGun VR","PlayStation 4",64,10,6.4,"MEDIO",2019-02-19,"Action/Shooter/First-Person/Arcade","Action",1,"metascore"
"Mulaka","PlayStation 4",64,16,6.4,"MEDIO",2018-02-27,"Action Adventure/General","Action Adventure",0,"metascore"
"The Sinking City","PlayStation 4",64,35,6.4,"MEDIO",2019-06-25,"Action Adventure/Survival","Action Adventure",0,"metascore"
"Snooker 19","PlayStation 4",64,7,6.4,"MEDIO",2019-04-16,"Sports/Individual/Billiards","Sports",0,"metascore"
"The Council - Episode 5: Checkmate","PlayStation 4",64,7,6.4,"MEDIO",2018-12-04,"Adventure/General","Adventure",1,"metascore"
"Grand Ages: Medieval","PlayStation 4",64,10,6.4,"MEDIO",2015-10-13,"Strategy/Real-Time/General","Strategy",1,"metascore"
"Accel World vs. Sword Art Online: Millennium Twilight","PlayStation 4",64,27,6.4,"MEDIO",2017-07-07,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Danger Zone","PlayStation 4",64,16,6.4,"MEDIO",2017-05-30,"Racing/General/Arcade/Automobile","Racing",0,"metascore"
"Warframe","PlayStation 4",64,25,6.4,"MEDIO",2013-11-12,"General/General/Action/Shooter/Third-Person/Arcade","General",1,"metascore"
"Seasons After Fall","PlayStation 4",64,9,6.4,"MEDIO",2017-05-16,"Action/Platformer/2D","Action",1,"metascore"
"Kholat","PlayStation 4",64,22,6.4,"MEDIO",2016-03-08,"Adventure/3D/First-Person","Adventure",0,"metascore"
"Darksiders III","PlayStation 4",64,59,6.4,"MEDIO",2018-11-27,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Track Lab","PlayStation 4",64,9,6.4,"MEDIO",2018-08-21,"Action/Rhythm/Music","Action",1,"metascore"
"Rainbow Skies","PlayStation 4",64,22,6.4,"MEDIO",2018-06-26,"Role-Playing/General","Role-Playing",1,"metascore"
"Wolfenstein: Youngblood","PlayStation 4",63,36,6.3,"MEDIO",2019-07-26,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"Dead Island: Definitive Collection","PlayStation 4",63,32,6.3,"MEDIO",2016-05-31,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"The Witch and the Hundred Knight: Revival Edition","PlayStation 4",63,20,6.3,"MEDIO",2016-03-01,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"This Is the Police","PlayStation 4",63,12,6.3,"MEDIO",2017-03-22,"Simulation/Virtual/Virtual Life/Career","Simulation",1,"metascore"
"Neon Chrome","PlayStation 4",63,13,6.3,"MEDIO",2016-05-31,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",0,"metascore"
"Assassin's Creed Chronicles: India","PlayStation 4",63,41,6.3,"MEDIO",2016-01-13,"General/Action Adventure/Linear","General",0,"metascore"
"Airheart: Tales of Broken Wings","PlayStation 4",63,16,6.3,"MEDIO",2018-07-24,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",1,"metascore"
"Windlands","PlayStation 4",63,15,6.3,"MEDIO",2016-10-25,"Adventure/3D/First-Person","Adventure",1,"metascore"
"Dynasty Warriors 8 Empires","PlayStation 4",63,30,6.3,"MEDIO",2015-02-24,"Action/Beat-'Em-Up/3D","Action",0,"metascore"
"Destiny: The Dark Below","PlayStation 4",63,41,6.3,"MEDIO",2014-12-09,"Sci-Fi/Action/Shooter/First-Person/Arcade","Sci-Fi",1,"metascore"
"Metal Wolf Chaos XD","PlayStation 4",63,29,6.3,"MEDIO",2019-08-06,"Simulation/Vehicle/Combat","Simulation",0,"metascore"
"Battle Princess Madelyn","PlayStation 4",63,8,6.3,"MEDIO",2018-12-20,"Action/Platformer/2D","Action",0,"metascore"
"Beholder: Complete Edition","PlayStation 4",63,8,6.3,"MEDIO",2018-01-16,"Strategy/General","Strategy",1,"metascore"
"PONCHO","PlayStation 4",63,11,6.3,"MEDIO",2015-11-03,"Action/Platformer/2D","Action",1,"metascore"
"Arcade Classics Anniversary Collection","PlayStation 4",63,10,6.3,"MEDIO",2019-04-18,"Miscellaneous/Compilation","Miscellaneous",1,"metascore"
"Space Junkies","PlayStation 4",63,12,6.3,"MEDIO",2019-03-26,"Action/Arcade","Action",1,"metascore"
"Fat Princess Adventures","PlayStation 4",63,36,6.3,"MEDIO",2015-12-05,"Action/Role-Playing/General/Action RPG","Action",1,"metascore"
"Citizens of Space","PlayStation 4",63,9,6.3,"MEDIO",2019-06-18,"Role-Playing/Japanese-Style","Role-Playing",1,"metascore"
"Pang Adventures","PlayStation 4",63,10,6.3,"MEDIO",2016-04-19,"Action/Platformer/2D","Action",1,"metascore"
"Secret of Mana","PlayStation 4",63,59,6.3,"MEDIO",2018-02-15,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"8-Bit Hordes","PlayStation 4",63,12,6.3,"MEDIO",2019-02-01,"Strategy/Real-Time/Command","Strategy",1,"metascore"
"Stifled","PlayStation 4",63,13,6.3,"MEDIO",2017-10-31,"Adventure/3D/First-Person","Adventure",1,"metascore"
"Exile's End","PlayStation 4",63,15,6.3,"MEDIO",2016-10-25,"Action/Platformer/2D","Action",1,"metascore"
"Salary Man Escape VR","PlayStation 4",63,14,6.3,"MEDIO",2018-06-26,"Puzzle/Action","Puzzle",1,"metascore"
"The Order: 1886","PlayStation 4",63,94,6.3,"MEDIO",2015-02-20,"General/General/Action/Action Adventure/Shooter/Linear/Third-Person/Sci-Fi/Arcade","General",1,"metascore"
"Travis Strikes Again: No More Heroes - Complete Edition","PlayStation 4",63,11,6.3,"MEDIO",2019-10-17,"Action/Beat-'Em-Up/3D","Action",1,"metascore"
"Neverwinter Nights: Enhanced Edition","PlayStation 4",63,9,6.3,"MEDIO",2019-12-03,"Role-Playing/Western-Style","Role-Playing",1,"metascore"
"Whispering Willows","PlayStation 4",63,23,6.3,"MEDIO",2015-06-30,"Adventure/General","Adventure",1,"metascore"
"Arizona Sunshine","PlayStation 4",63,31,6.3,"MEDIO",2017-07-05,"Action/Shooter/First-Person/Arcade","Action",1,"metascore"
"The Occupation","PlayStation 4",63,25,6.3,"MEDIO",2019-03-05,"Adventure/3D/First-Person","Adventure",0,"metascore"
"Destiny 2: Warmind","PlayStation 4",63,25,6.3,"MEDIO",2018-05-08,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"Trailblazers","PlayStation 4",63,15,6.3,"MEDIO",2018-05-08,"Racing/Arcade/Futuristic","Racing",1,"metascore"
"Warhammer: Chaosbane","PlayStation 4",63,29,6.3,"MEDIO",2019-06-04,"Role-Playing/Action RPG","Role-Playing",0,"metascore"
"Bubsy: Paws on Fire","PlayStation 4",63,10,6.3,"MEDIO",2019-05-16,"Action/Platformer/2D","Action",1,"metascore"
"Planet Alpha","PlayStation 4",63,15,6.3,"MEDIO",2018-09-04,"Action/Platformer/2D","Action",0,"metascore"
"Call of Cthulhu","PlayStation 4",63,47,6.3,"MEDIO",2018-10-30,"Role-Playing/General","Role-Playing",0,"metascore"
"Shiftlings","PlayStation 4",63,13,6.3,"MEDIO",2015-03-03,"Action/Platformer/2D","Action",0,"metascore"
"The Book of Unwritten Tales 2","PlayStation 4",63,9,6.3,"MEDIO",2015-09-18,"Adventure/General/Point-and-Click","Adventure",0,"metascore"
"Sudden Strike 4","PlayStation 4",63,12,6.3,"MEDIO",2017-08-15,"Strategy/Real-Time/General","Strategy",1,"metascore"
"Sword Art Online: Lost Song","PlayStation 4",63,32,6.3,"MEDIO",2015-11-17,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"BRAWL","PlayStation 4",62,18,6.2,"MEDIO",2015-04-24,"Action/Arcade","Action",1,"metascore"
"Groundhog Day: Like Father Like Son","PlayStation 4",62,12,6.2,"MEDIO",2019-09-17,"Adventure/3D/First-Person","Adventure",1,"metascore"
"Ghost Blade HD","PlayStation 4",62,12,6.2,"MEDIO",2017-02-28,"Action/Shooter/Shoot-'Em-Up/Vertical","Action",0,"metascore"
"WRC 5","PlayStation 4",62,22,6.2,"MEDIO",2015-10-13,"Racing/Simulation/Automobile","Racing",1,"metascore"
"Agents of Mayhem","PlayStation 4",62,70,6.2,"MEDIO",2017-08-15,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Velocibox","PlayStation 4",62,10,6.2,"MEDIO",2015-07-28,"Action/General/Arcade","Action",1,"metascore"
"Chimparty","PlayStation 4",62,13,6.2,"MEDIO",2018-11-13,"Miscellaneous/Party / Minigame","Miscellaneous",1,"metascore"
"Blind","PlayStation 4",62,8,6.2,"MEDIO",2018-09-18,"Adventure/3D/First-Person","Adventure",1,"metascore"
"The Infectious Madness of Doctor Dekker","PlayStation 4",62,8,6.2,"MEDIO",2018-06-05,"Adventure/General","Adventure",1,"metascore"
"Dangerous Driving","PlayStation 4",62,36,6.2,"MEDIO",2019-04-09,"Racing/Arcade/Automobile","Racing",0,"metascore"
"Super Monkey Ball: Banana Blitz HD","PlayStation 4",62,16,6.2,"MEDIO",2019-10-29,"Miscellaneous/Party / Minigame","Miscellaneous",0,"metascore"
"The Lost Child","PlayStation 4",62,12,6.2,"MEDIO",2018-06-19,"Role-Playing/Japanese-Style","Role-Playing",1,"metascore"
"The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water","PlayStation 4",62,7,6.2,"MEDIO",2017-04-25,"Adventure/Point-and-Click","Adventure",1,"metascore"
"Monster of the Deep: Final Fantasy XV","PlayStation 4",62,27,6.2,"MEDIO",2017-11-21,"Sports/Individual/Nature/Fishing","Sports",1,"metascore"
"Intruders: Hide and Seek","PlayStation 4",62,16,6.2,"MEDIO",2019-02-13,"Action Adventure/General","Action Adventure",1,"metascore"
"Outward","PlayStation 4",62,17,6.2,"MEDIO",2019-03-26,"Role-Playing/Action Adventure/General/Survival/Open-World","Role-Playing",0,"metascore"
"Legend of Kay Anniversary","PlayStation 4",62,22,6.2,"MEDIO",2015-07-28,"Action Adventure/General/Linear","Action Adventure",1,"metascore"
"Zombie Army Trilogy","PlayStation 4",62,26,6.2,"MEDIO",2015-03-03,"Action/Shooter/Third-Person/Arcade","Action",0,"metascore"
"Toy Soldiers: War Chest","PlayStation 4",62,19,6.2,"MEDIO",2015-08-11,"Strategy/General","Strategy",0,"metascore"
