"name","plataform","metascore","metascore_reviews","metascore_norm","metascore_cat","release","genre","genero_principal","exclusivo","tipo_score"
"Ninjin: Clash of Carrots","PlayStation 4",62,7,6.2,"MEDIO",2018-09-04,"Action/Beat-'Em-Up/2D","Action",1,"metascore"
"The Station","PlayStation 4",62,17,6.2,"MEDIO",2018-02-20,"Adventure/3D/First-Person","Adventure",0,"metascore"
"Here They Lie","PlayStation 4",62,35,6.2,"MEDIO",2016-10-13,"Adventure/3D/First-Person","Adventure",1,"metascore"
"FlatOut 4: Total Insanity","PlayStation 4",62,32,6.2,"MEDIO",2017-03-17,"Racing/Arcade/Automobile","Racing",0,"metascore"
"Little Nightmares: The Depths","PlayStation 4",62,8,6.2,"MEDIO",2017-07-07,"General/Action Adventure/Linear","General",1,"metascore"
"Malicious Fallen","PlayStation 4",62,14,6.2,"MEDIO",2017-02-21,"Action/General","Action",1,"metascore"
"Worms Battlegrounds","PlayStation 4",62,16,6.2,"MEDIO",2014-06-03,"Strategy/Turn-Based/Wargame/Artillery","Strategy",0,"metascore"
"Adventure Time: Pirates of the Enchiridion","PlayStation 4",62,13,6.2,"MEDIO",2018-07-17,"Action Adventure/Open-World","Action Adventure",1,"metascore"
"Conception Plus: Maidens of the Twelve Stars","PlayStation 4",62,7,6.2,"MEDIO",2019-11-05,"Role-Playing/Japanese-Style","Role-Playing",1,"metascore"
"WWE 2K15","PlayStation 4",62,44,6.2,"MEDIO",2014-11-18,"Action/Sports/Fighting/Individual/Combat/Wrestling","Action",0,"metascore"
"Back to Bed","PlayStation 4",62,8,6.2,"MEDIO",2015-08-25,"Action/General","Action",1,"metascore"
"Color Guardians","PlayStation 4",62,16,6.2,"MEDIO",2015-05-12,"Action/Platformer/3D","Action",1,"metascore"
"Rory McIlroy PGA Tour","PlayStation 4",61,33,6.1,"MEDIO",2015-07-14,"Traditional/Sports/Individual/Golf/Sim","Traditional",0,"metascore"
"99Vidas","PlayStation 4",61,11,6.1,"MEDIO",2017-07-18,"Action/Beat-'Em-Up/2D","Action",1,"metascore"
"Gunscape","PlayStation 4",61,7,6.1,"MEDIO",2016-03-01,"Action/Shooter/First-Person/Arcade","Action",1,"metascore"
"Friday the 13th: The Game","PlayStation 4",61,16,6.1,"MEDIO",2017-05-26,"Action Adventure/Survival","Action Adventure",0,"metascore"
"Naruto to Boruto: Shinobi Striker","PlayStation 4",61,29,6.1,"MEDIO",2018-08-31,"Action/Fighting/3D","Action",0,"metascore"
"World of Warriors","PlayStation 4",61,12,6.1,"MEDIO",2018-03-21,"Action/General","Action",1,"metascore"
"Dungeons 2","PlayStation 4",61,9,6.1,"MEDIO",2016-05-24,"Strategy/General","Strategy",1,"metascore"
"WE ARE DOOMED","PlayStation 4",61,9,6.1,"MEDIO",2015-04-14,"Action/Shooter/Shoot-'Em-Up/Horizontal","Action",1,"metascore"
"Raging Justice","PlayStation 4",61,10,6.1,"MEDIO",2018-05-08,"Action/Beat-'Em-Up/2D","Action",1,"metascore"
"Filthy Lucre","PlayStation 4",61,8,6.1,"MEDIO",2016-09-16,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",1,"metascore"
"Downward Spiral: Horus Station","PlayStation 4",61,10,6.1,"MEDIO",2018-09-18,"Adventure/3D/First-Person","Adventure",1,"metascore"
"Island Time VR","PlayStation 4",61,9,6.1,"MEDIO",2018-04-03,"Action Adventure/Survival","Action Adventure",1,"metascore"
"JoJo's Bizarre Adventure: Eyes of Heaven","PlayStation 4",61,35,6.1,"MEDIO",2016-06-28,"Action/Fighting/3D","Action",1,"metascore"
"Metal Max Xeno","PlayStation 4",61,12,6.1,"MEDIO",2018-09-25,"Role-Playing/General","Role-Playing",1,"metascore"
"The Crew","PlayStation 4",61,60,6.1,"MEDIO",2014-12-02,"GT / Street/Driving/Racing/Simulation/GT / Street/Automobile","GT",0,"metascore"
"PaRappa the Rapper Remastered","PlayStation 4",61,34,6.1,"MEDIO",2017-04-04,"Action/Rhythm/Music","Action",1,"metascore"
"Monkey King: Hero is Back","PlayStation 4",61,18,6.1,"MEDIO",2019-10-17,"Action/General","Action",1,"metascore"
"Has-Been Heroes","PlayStation 4",61,7,6.1,"MEDIO",2017-03-28,"Strategy/Turn-Based/General/Tactics","Strategy",1,"metascore"
"Batman: Arkham Knight - A Matter of Family","PlayStation 4",61,9,6.1,"MEDIO",2015-07-14,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"J-Stars Victory Vs+","PlayStation 4",61,40,6.1,"MEDIO",2015-06-30,"Action/Fighting/3D","Action",1,"metascore"
"The Witch and the Hundred Knight 2","PlayStation 4",61,24,6.1,"MEDIO",2018-03-27,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Flockers","PlayStation 4",61,15,6.1,"MEDIO",2014-09-23,"Puzzle/Action","Puzzle",0,"metascore"
"Outcast: Second Contact","PlayStation 4",61,16,6.1,"MEDIO",2017-11-14,"Action Adventure/Adventure/General/Open-World","Action Adventure",0,"metascore"
"Need for Speed Payback","PlayStation 4",61,59,6.1,"MEDIO",2017-11-07,"Simulation/Racing/Arcade/Automobile","Simulation",0,"metascore"
"Asterix & Obelix XXL 2","PlayStation 4",61,7,6.1,"MEDIO",2018-11-29,"Action/Platformer/3D","Action",0,"metascore"
"Asemblance","PlayStation 4",61,13,6.1,"MEDIO",2016-06-21,"Adventure/3D/First-Person","Adventure",1,"metascore"
"Massira","PlayStation 4",60,7,6,"MEDIO",2019-09-16,"Adventure/3D/Third-Person","Adventure",1,"metascore"
"Devil May Cry HD Collection","PlayStation 4",60,27,6,"MEDIO",2018-03-13,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"The Dwarves","PlayStation 4",60,12,6,"MEDIO",2016-12-01,"Role-Playing/General","Role-Playing",0,"metascore"
"Lifeless Planet: Premier Edition","PlayStation 4",60,10,6,"MEDIO",2016-07-19,"Action Adventure/General","Action Adventure",0,"metascore"
"Resident Evil 6","PlayStation 4",60,19,6,"MEDIO",2016-03-29,"Action Adventure/Survival","Action Adventure",0,"metascore"
"Truck Racing Championship","PlayStation 4",60,7,6,"MEDIO",2019-08-20,"Racing/Simulation/Automobile","Racing",1,"metascore"
"Slender: The Arrival","PlayStation 4",60,8,6,"MEDIO",2015-03-24,"Adventure/3D/First-Person","Adventure",1,"metascore"
"NHL 15","PlayStation 4",60,28,6,"MEDIO",2014-09-09,"Sports/Traditional/Team/Ice Hockey/Sim","Sports",0,"metascore"
"EVE: Gunjack","PlayStation 4",60,10,6,"MEDIO",2016-10-13,"Action/Simulation/Flight/Shooter/Light Gun/Combat","Action",1,"metascore"
"KickBeat: Special Edition","PlayStation 4",60,13,6,"MEDIO",2014-09-16,"Action/Miscellaneous/Rhythm/Music","Action",1,"metascore"
"Ancient Amuletor","PlayStation 4",60,12,6,"MEDIO",2017-06-27,"Adventure/3D/First-Person","Adventure",1,"metascore"
"SNK Heroines: Tag Team Frenzy","PlayStation 4",60,18,6,"MEDIO",2018-09-07,"Action/Fighting/2D","Action",1,"metascore"
"Assassin's Creed Chronicles: Russia","PlayStation 4",60,22,6,"MEDIO",2016-02-09,"General/Action Adventure/Linear","General",0,"metascore"
"Metal Gear Survive","PlayStation 4",60,70,6,"MEDIO",2018-02-20,"Action Adventure/General/Survival","Action Adventure",0,"metascore"
"Super Neptunia RPG","PlayStation 4",60,14,6,"MEDIO",2019-06-25,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"The Technomancer","PlayStation 4",60,38,6,"MEDIO",2016-06-28,"Role-Playing/General/Western-Style","Role-Playing",0,"metascore"
"All-Star Fruit Racing","PlayStation 4",60,10,6,"MEDIO",2018-08-21,"Racing/Arcade/Automobile","Racing",1,"metascore"
"Deadpool","PlayStation 4",60,11,6,"MEDIO",2015-11-17,"Action/Action Adventure/Shooter/Beat-'Em-Up/Linear/Third-Person/3D/Arcade","Action",1,"metascore"
"De-formers","PlayStation 4",60,8,6,"MEDIO",2017-04-21,"Action/Arcade","Action",1,"metascore"
"Narcos: Rise of the Cartels","PlayStation 4",59,9,5.9,"MEDIO",2019-11-19,"Action/Strategy/Turn-Based/General/Tactics","Action",0,"metascore"
"N.E.R.O.: Nothing Ever Remains Obscure","PlayStation 4",59,11,5.9,"MEDIO",2016-06-24,"Adventure/Puzzle/General/3D/First-Person","Adventure",0,"metascore"
"YIIK: A Postmodern RPG","PlayStation 4",59,7,5.9,"MEDIO",2019-01-17,"Role-Playing/Japanese-Style","Role-Playing",1,"metascore"
"Planet of the Apes: Last Frontier","PlayStation 4",59,17,5.9,"MEDIO",2017-11-21,"Action Adventure/General","Action Adventure",1,"metascore"
"Immortal Legacy: The Jade Cipher","PlayStation 4",59,8,5.9,"MEDIO",2019-04-16,"Action/Shooter/Light Gun","Action",1,"metascore"
"Late Shift","PlayStation 4",59,15,5.9,"MEDIO",2017-04-18,"Adventure/General","Adventure",0,"metascore"
"Saint Seiya: Soldiers' Soul","PlayStation 4",59,30,5.9,"MEDIO",2015-10-06,"Action/Fighting/3D","Action",1,"metascore"
"Lost Sea","PlayStation 4",59,14,5.9,"MEDIO",2016-07-04,"Strategy/General","Strategy",0,"metascore"
"The Evil Within: The Executioner","PlayStation 4",59,7,5.9,"MEDIO",2015-05-25,"Action Adventure/Survival","Action Adventure",1,"metascore"
"Micro Machines World Series","PlayStation 4",59,39,5.9,"MEDIO",2017-06-30,"Racing/General/Arcade/Automobile","Racing",0,"metascore"
"Contrast","PlayStation 4",59,39,5.9,"MEDIO",2013-11-15,"Platformer/3D/Miscellaneous/Puzzle/Action/Puzzle/Action","Platformer",1,"metascore"
"Rogue Trooper Redux","PlayStation 4",59,21,5.9,"MEDIO",2017-10-17,"Action/Shooter/Third-Person/Arcade","Action",0,"metascore"
"Loadout","PlayStation 4",59,9,5.9,"MEDIO",2014-12-16,"Action/Shooter/Third-Person/Modern/Arcade","Action",1,"metascore"
"NBA Live 15","PlayStation 4",59,24,5.9,"MEDIO",2014-10-28,"Sports/Traditional/Team/Basketball/Arcade","Sports",0,"metascore"
"NBA Live 16","PlayStation 4",59,27,5.9,"MEDIO",2015-09-29,"Sports/Team/Basketball/Sim","Sports",0,"metascore"
"Rain World","PlayStation 4",59,18,5.9,"MEDIO",2017-03-28,"Action/Platformer/2D","Action",1,"metascore"
"Blacksad: Under the Skin","PlayStation 4",59,10,5.9,"MEDIO",2019-11-05,"Adventure/3D/First-Person","Adventure",0,"metascore"
"Darksiders III: Keepers of the Void","PlayStation 4",59,11,5.9,"MEDIO",2019-07-16,"Action Adventure/Open-World","Action Adventure",1,"metascore"
"Utawarerumono Zan","PlayStation 4",59,12,5.9,"MEDIO",2019-09-10,"Action/General","Action",1,"metascore"
"Pillar","PlayStation 4",59,7,5.9,"MEDIO",2015-02-17,"Puzzle/Action","Puzzle",1,"metascore"
"Skylar & Plux: Adventure on Clover Island","PlayStation 4",59,8,5.9,"MEDIO",2017-05-19,"Action/Platformer/3D","Action",0,"metascore"
"Asterix & Obelix XXL 3: The Crystal Menhir","PlayStation 4",59,12,5.9,"MEDIO",2019-11-28,"Action/Platformer/3D","Action",0,"metascore"
"The Inpatient","PlayStation 4",59,57,5.9,"MEDIO",2018-01-23,"Action Adventure/Survival","Action Adventure",1,"metascore"
"SG/ZH: School Girl Zombie Hunter","PlayStation 4",59,11,5.9,"MEDIO",2017-11-17,"Action/Shooter/Third-Person/Arcade","Action",1,"metascore"
"Rack N Ruin","PlayStation 4",59,12,5.9,"MEDIO",2015-03-31,"Fantasy/Action/Action Adventure/General/Open-World","Fantasy",1,"metascore"
"Murdered: Soul Suspect","PlayStation 4",59,60,5.9,"MEDIO",2014-06-03,"Action/Action Adventure/General/Horror/Survival","Action",0,"metascore"
"Road Redemption","PlayStation 4",59,13,5.9,"MEDIO",2018-11-06,"Simulation/Vehicle/Combat","Simulation",1,"metascore"
"Final Fantasy XV: Episode Gladiolus","PlayStation 4",59,15,5.9,"MEDIO",2017-03-29,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Drive!Drive!Drive!","PlayStation 4",59,8,5.9,"MEDIO",2016-12-13,"Racing/Arcade/Automobile","Racing",1,"metascore"
"PlayStation VR WORLDS","PlayStation 4",59,48,5.9,"MEDIO",2016-10-10,"Miscellaneous/Party / Minigame","Miscellaneous",1,"metascore"
"Golem","PlayStation 4",59,19,5.9,"MEDIO",2019-11-15,"Action/General","Action",1,"metascore"
"Entwined","PlayStation 4",59,49,5.9,"MEDIO",2014-06-09,"Action/General/Arcade","Action",1,"metascore"
"Little Witch Academia: Chamber of Time","PlayStation 4",58,40,5.8,"MEDIO",2018-05-15,"Action/Role-Playing/General/Action RPG","Action",1,"metascore"
"Blacklight: Retribution","PlayStation 4",58,11,5.8,"MEDIO",2013-11-15,"Action/Shooter/Shooter/First-Person/Sci-Fi/Sci-Fi/Arcade","Action",1,"metascore"
"Star Ocean: Integrity and Faithlessness","PlayStation 4",58,67,5.8,"MEDIO",2016-06-28,"Role-Playing/Action RPG/Japanese-Style","Role-Playing",1,"metascore"
"One Piece: World Seeker","PlayStation 4",58,46,5.8,"MEDIO",2019-03-15,"General/Action Adventure/Open-World","General",0,"metascore"
"Jupiter & Mars","PlayStation 4",58,18,5.8,"MEDIO",2019-04-22,"Simulation/General","Simulation",1,"metascore"
"Attractio","PlayStation 4",58,16,5.8,"MEDIO",2016-01-19,"Puzzle/Action/General","Puzzle",1,"metascore"
"The Church in the Darkness","PlayStation 4",58,11,5.8,"MEDIO",2019-08-02,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"V-Rally 4","PlayStation 4",58,27,5.8,"MEDIO",2018-09-11,"Racing/Arcade/Automobile","Racing",0,"metascore"
"Mitsurugi Kamui Hikae","PlayStation 4",58,8,5.8,"MEDIO",2016-02-16,"Action/Beat-'Em-Up/3D","Action",1,"metascore"
"Bladestorm: Nightmare","PlayStation 4",58,33,5.8,"MEDIO",2015-03-17,"Action/Beat-'Em-Up/3D","Action",1,"metascore"
"Desert Child","PlayStation 4",58,8,5.8,"MEDIO",2018-12-11,"Racing/Arcade/Futuristic","Racing",1,"metascore"
"Goat Simulator","PlayStation 4",58,8,5.8,"MEDIO",2015-08-11,"Simulation/General","Simulation",0,"metascore"
"Cel Damage HD","PlayStation 4",58,11,5.8,"MEDIO",2014-04-22,"Simulation/Driving/Racing/Vehicle/Kart/Combat","Simulation",1,"metascore"
"Dark Rose Valkyrie","PlayStation 4",58,14,5.8,"MEDIO",2017-06-06,"Role-Playing/Japanese-Style","Role-Playing",1,"metascore"
"Touhou: Scarlet Curiosity","PlayStation 4",58,20,5.8,"MEDIO",2016-09-22,"Role-Playing/Action Adventure/General/Action RPG","Role-Playing",1,"metascore"
"Carnival Games VR","PlayStation 4",58,10,5.8,"MEDIO",2016-10-28,"Action/Miscellaneous/General/Party / Minigame","Action",1,"metascore"
"Elex","PlayStation 4",58,19,5.8,"MEDIO",2017-10-17,"Role-Playing/Western-Style","Role-Playing",0,"metascore"
"Omega Quintet","PlayStation 4",58,22,5.8,"MEDIO",2015-04-28,"Console-style RPG/Role-Playing/Japanese-Style","Console-style RPG",1,"metascore"
"Sonic Forces","PlayStation 4",57,46,5.7,"MEDIO",2017-11-07,"Action Adventure/General","Action Adventure",0,"metascore"
"Little Dragons Cafe","PlayStation 4",57,12,5.7,"MEDIO",2018-08-24,"Strategy/Management/Business / Tycoon","Strategy",1,"metascore"
"Sinner: Sacrifice for Redemption","PlayStation 4",57,8,5.7,"MEDIO",2018-10-18,"Action Adventure/General","Action Adventure",0,"metascore"
"Stranger Things 3: The Game","PlayStation 4",57,7,5.7,"MEDIO",2019-07-04,"Action Adventure/General","Action Adventure",0,"metascore"
"Necropolis","PlayStation 4",57,9,5.7,"MEDIO",2016-10-04,"Action Adventure/General","Action Adventure",1,"metascore"
"Zotrix","PlayStation 4",57,8,5.7,"MEDIO",2015-12-08,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",1,"metascore"
"The LEGO Movie 2 Videogame","PlayStation 4",57,23,5.7,"MEDIO",2019-02-26,"Action Adventure/General","Action Adventure",0,"metascore"
"Destiny 2: Curse of Osiris","PlayStation 4",57,28,5.7,"MEDIO",2017-12-05,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"Onechanbara Z2: Chaos","PlayStation 4",57,40,5.7,"MEDIO",2015-07-21,"Action Adventure/Survival","Action Adventure",1,"metascore"
"Tour de France 2018","PlayStation 4",57,7,5.7,"MEDIO",2018-06-28,"Sports/Individual/Biking","Sports",1,"metascore"
"Aegis of Earth: Protonovus Assault","PlayStation 4",57,11,5.7,"MEDIO",2016-03-15,"Strategy/Real-Time/Defense","Strategy",1,"metascore"
"Catlateral Damage","PlayStation 4",57,10,5.7,"MEDIO",2016-03-22,"Action/Platformer/3D","Action",1,"metascore"
"Animal Force","PlayStation 4",57,10,5.7,"MEDIO",2018-07-10,"Action/General","Action",1,"metascore"
"Far Cry 5: Lost on Mars","PlayStation 4",57,10,5.7,"MEDIO",2018-07-17,"Action/Shooter/First-Person/Arcade","Action",1,"metascore"
"Akiba's Trip: Undead & Undressed","PlayStation 4",57,21,5.7,"MEDIO",2014-11-25,"Action Adventure/Adventure/General/Open-World","Action Adventure",1,"metascore"
"Raiders of the Broken Planet","PlayStation 4",56,9,5.6,"MEDIO",2017-09-22,"Strategy/Real-Time/MOBA","Strategy",0,"metascore"
"Theseus","PlayStation 4",56,22,5.6,"MEDIO",2017-07-26,"Action Adventure/General","Action Adventure",1,"metascore"
"Jump Force","PlayStation 4",56,64,5.6,"MEDIO",2019-02-15,"Action Adventure/General/Action/Fighting/3D","Action Adventure",0,"metascore"
"Surgeon Simulator: Anniversary Edition","PlayStation 4",56,19,5.6,"MEDIO",2014-08-12,"Simulation/General/Virtual/Career","Simulation",1,"metascore"
"Earthlock: Festival of Magic","PlayStation 4",56,13,5.6,"MEDIO",2017-01-27,"Role-Playing/General","Role-Playing",0,"metascore"
"Lethal VR","PlayStation 4",56,16,5.6,"MEDIO",2016-12-20,"Action/Shooter/First-Person/Light Gun/Arcade","Action",1,"metascore"
"Perception","PlayStation 4",56,24,5.6,"MEDIO",2017-06-06,"Adventure/3D/First-Person","Adventure",0,"metascore"
"Dangerous Golf","PlayStation 4",56,22,5.6,"MEDIO",2016-06-03,"Sports/Individual/Golf/Arcade","Sports",0,"metascore"
"Far Cry 4: Escape from Durgesh Prison","PlayStation 4",56,8,5.6,"MEDIO",2015-01-13,"Action/Shooter/First-Person/Modern/Arcade","Action",1,"metascore"
"ADR1FT","PlayStation 4",56,21,5.6,"MEDIO",2016-07-15,"Action/Action Adventure/General/Survival","Action",1,"metascore"
"Toren","PlayStation 4",56,25,5.6,"MEDIO",2015-05-12,"Fantasy/Action Adventure/General","Fantasy",1,"metascore"
"Gal*Gun 2","PlayStation 4",56,12,5.6,"MEDIO",2018-04-24,"Action/Shooter/Light Gun","Action",1,"metascore"
"Hardware: Rivals","PlayStation 4",56,24,5.6,"MEDIO",2016-01-05,"Simulation/Vehicle/Combat","Simulation",1,"metascore"
"Verdun","PlayStation 4",56,19,5.6,"MEDIO",2016-08-30,"Action/Shooter/First-Person/Tactical/Arcade","Action",0,"metascore"
"Train Sim World","PlayStation 4",56,11,5.6,"MEDIO",2018-07-24,"Miscellaneous/Compilation","Miscellaneous",1,"metascore"
"100ft Robot Golf","PlayStation 4",56,18,5.6,"MEDIO",2017-09-27,"Sports/Individual/Golf/Arcade","Sports",1,"metascore"
"Submerged","PlayStation 4",56,32,5.6,"MEDIO",2015-08-04,"Action Adventure/General","Action Adventure",0,"metascore"
"Drawn to Death","PlayStation 4",56,37,5.6,"MEDIO",2017-04-04,"Action/Shooter/Third-Person/Sci-Fi/Arcade","Action",1,"metascore"
"Bush Hockey League","PlayStation 4",56,16,5.6,"MEDIO",2017-03-29,"Sports/Team/Ice Hockey/Arcade","Sports",1,"metascore"
"Don't Knock Twice","PlayStation 4",56,7,5.6,"MEDIO",2017-09-05,"Adventure/3D/First-Person","Adventure",1,"metascore"
"Tom Clancy's Ghost Recon: Breakpoint","PlayStation 4",56,56,5.6,"MEDIO",2019-10-01,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Sniper: Ghost Warrior 3","PlayStation 4",55,49,5.5,"MEDIO",2017-04-25,"Action/Shooter/First-Person/Tactical/Modern","Action",0,"metascore"
"Table Top Racing: World Tour","PlayStation 4",55,12,5.5,"MEDIO",2016-05-03,"Racing/Arcade/Automobile","Racing",0,"metascore"
"Ice Age: Scrat's Nutty Adventure","PlayStation 4",55,7,5.5,"MEDIO",2019-10-18,"Action Adventure/General","Action Adventure",1,"metascore"
"VR Ping Pong Pro","PlayStation 4",55,7,5.5,"MEDIO",2019-11-12,"Sports/Individual/Other","Sports",1,"metascore"
"Space Hulk: Deathwing","PlayStation 4",55,23,5.5,"MEDIO",2018-05-22,"Action/Shooter/First-Person/Arcade","Action",1,"metascore"
"SportsBarVR","PlayStation 4",55,14,5.5,"MEDIO",2016-10-18,"Sports/General","Sports",1,"metascore"
"Akiba's Beat","PlayStation 4",55,33,5.5,"MEDIO",2017-05-16,"Action Adventure/Role-Playing/Action RPG","Action Adventure",1,"metascore"
"Touhou Genso Rondo: Bullet Ballet","PlayStation 4",55,19,5.5,"MEDIO",2016-09-06,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",1,"metascore"
"Trials of the Blood Dragon","PlayStation 4",55,30,5.5,"MEDIO",2016-06-13,"Action/Platformer/2D","Action",0,"metascore"
"The Seven Deadly Sins: Knights of Britannia","PlayStation 4",55,33,5.5,"MEDIO",2018-02-09,"Action/Beat-'Em-Up/3D","Action",1,"metascore"
"Fade to Silence","PlayStation 4",55,23,5.5,"MEDIO",2019-04-30,"Action Adventure/Survival","Action Adventure",0,"metascore"
"The Park","PlayStation 4",55,14,5.5,"MEDIO",2016-05-03,"Action Adventure/Survival","Action Adventure",0,"metascore"
"Titan Quest","PlayStation 4",55,14,5.5,"MEDIO",2018-03-20,"Role-Playing/Action RPG","Role-Playing",0,"metascore"
"Anamorphine","PlayStation 4",55,7,5.5,"MEDIO",2018-07-31,"Adventure/General","Adventure",1,"metascore"
"Anthem","PlayStation 4",54,28,5.4,"MEDIO",2019-02-22,"Role-Playing/Action RPG","Role-Playing",0,"metascore"
"Knack","PlayStation 4",54,83,5.4,"MEDIO",2013-11-15,"Action/Action Adventure/General/General/Linear","Action",1,"metascore"
"The Tomorrow Children","PlayStation 4",54,49,5.4,"MEDIO",2016-09-06,"Sci-Fi/Strategy/Real-Time/General","Sci-Fi",1,"metascore"
"2Dark","PlayStation 4",54,19,5.4,"MEDIO",2017-03-10,"Action Adventure/General","Action Adventure",0,"metascore"
"Black Mirror","PlayStation 4",54,21,5.4,"MEDIO",2017-11-28,"Adventure/3D/Third-Person","Adventure",0,"metascore"
